pk1,dtcreated,cntnt_hndlr,start_date,crsmain_pk1,end_date,parent_pk1,course_name,course_id,counts,main_code,year,semester,location
28,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-02-17 10:36:30,8,,0, 'User Acceptance 05', 'ua_05',0,ua,0,05,
29,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-02-17 10:36:30,8,,0, 'User Acceptance 05', 'ua_05',0,ua,0,05,
30,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-02-17 10:36:30,8,,0, 'User Acceptance 05', 'ua_05',0,ua,0,05,
31,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-02-17 10:36:31,8,,0, 'User Acceptance 05', 'ua_05',0,ua,0,05,
54,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-02-17 12:07:45,14,,0," ""Andrew & Bob's test course""", 'UA_69',0,UA,6,69,
55,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-02-17 12:07:45,14,,0," ""Andrew & Bob's test course""", 'UA_69',0,UA,6,69,
56,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-17 12:14:39,3,, 8, 'User Acceptance 99', 'ua_99',1,ua,9,99,
57,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-17 12:20:00,3,, 9, 'User Acceptance 99', 'ua_99',1,ua,9,99,
58,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-02-17 12:38:08,14,,0," ""Andrew & Bob's test course""", 'UA_69',0,UA,6,69,
59,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-02-17 12:38:08,14,,0," ""Andrew & Bob's test course""", 'UA_69',0,UA,6,69,
100,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-18 14:37:11,5,, 19, 'User Acceptance 02', 'ua_02',1,ua,0,02,
102,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-17 14:30:00,5,, 19, 'User Acceptance 02', 'ua_02',1,ua,0,02,
103,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-18 14:42:00,8,, 28, 'User Acceptance 05', 'ua_05',1,ua,0,05,
104,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-18 14:46:18,5,, 17, 'User Acceptance 02', 'ua_02',1,ua,0,02,
234,2007-06-29 23:27:28, 'resource/x-bb-document',2005-03-03 16:00:00,8,, 30, 'User Acceptance 05', 'ua_05',1,ua,0,05,
235,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-03-03 16:09:50,8,, 28, 'User Acceptance 05', 'ua_05',1,ua,0,05,
238,2007-06-29 23:27:28, 'resource/x-bb-asmt-test-link',2005-03-03 16:26:46,4,, 14, 'User Acceptance 01', 'ua_01',1,ua,0,01,
239,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-03 16:25:00,8,, 29, 'User Acceptance 05', 'ua_05',1,ua,0,05,
240,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-04 10:36:13,55,,0, 'Testing webdav', 'test_webdav',0,test,0,webdav,
241,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-04 10:36:13,55,,0, 'Testing webdav', 'test_webdav',0,test,0,webdav,
242,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-04 10:36:13,55,,0, 'Testing webdav', 'test_webdav',0,test,0,webdav,
243,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-04 10:36:13,55,,0, 'Testing webdav', 'test_webdav',0,test,0,webdav,
316,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-04 16:27:25,79,,0, 'Computers & Curriculum', '485837_2005_1',0,485837,2005,1,
321,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-04 16:27:25,80,,0, 'Organisational Behaviour', '325201_2005_1',0,325201,2005,1,
327,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-04 16:27:25,82,,0, 'Contemporary Hollywood Cinema', '107076_2005_1',0,107076,2005,1,
361,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-04 16:27:35,94,,0, 'Dental Practice 4', '511422_2005_Y',0,511422,2005,Y,
363,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-04 16:27:35,94,,0, 'Dental Practice 4', '511422_2005_Y',0,511422,2005,Y,
364,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-04 16:58:59,80,,0, 'Organisational Behaviour', '325201_2005_1',0,325201,2005,1,
365,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-04 16:58:59,80,,0, 'Organisational Behaviour', '325201_2005_1',0,325201,2005,1,
366,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-04 16:58:59,80,,0, 'Organisational Behaviour', '325201_2005_1',0,325201,2005,1,
367,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-11 17:20:00,80,, 365, 'Organisational Behaviour', '325201_2005_1',1,325201,2005,1,
441,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-04 17:33:00,94,,0, 'Dental Practice 4', '511422_2005_Y',0,511422,2005,Y,
444,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-04 17:38:53,82,,0, 'Contemporary Hollywood Cinema', '107076_2005_1',0,107076,2005,1,
445,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-04 17:38:54,82,,0, 'Contemporary Hollywood Cinema', '107076_2005_1',0,107076,2005,1,
472,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-05 18:32:04,95,,0, 'LMS Academic Services Demo', 'N832RCM_2005_01',0,N832RCM,2005,01,
473,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-05 18:32:04,95,,0, 'LMS Academic Services Demo', 'N832RCM_2005_01',0,N832RCM,2005,01,
474,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-05 18:32:04,95,,0, 'LMS Academic Services Demo', 'N832RCM_2005_01',0,N832RCM,2005,01,
481,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-07 09:43:37,96,,0, 'Help Desk Test Subject', 'HD101',0,HD101,0,0,0
482,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-07 09:43:37,96,,0, 'Help Desk Test Subject', 'HD101',0,HD101,0,0,0
483,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-07 09:43:37,96,,0, 'Help Desk Test Subject', 'HD101',0,HD101,0,0,0
484,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-07 15:30:36,79,,0, 'Computers & Curriculum', '485837_2005_1',0,485837,2005,1,
486,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-07 15:30:55,97,,0, 'Demonstration Subject', 'LMS002',0,LMS002,0,0,0
491,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-07 16:47:45,99,,0, 'Australian Architecture', '702331_2005_1',0,702331,2005,1,
493,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-07 16:47:45,99,,0, 'Australian Architecture', '702331_2005_1',0,702331,2005,1,
494,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-07 16:47:45,100,,0, 'Strategic Management', '325664_2005_1',0,325664,2005,1,
496,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-07 16:47:45,100,,0, 'Strategic Management', '325664_2005_1',0,325664,2005,1,
500,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-07 19:55:06,100,,0, 'Strategic Management', '325664_2005_1',0,325664,2005,1,
501,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-07 19:55:06,100,,0, 'Strategic Management', '325664_2005_1',0,325664,2005,1,
502,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-16 16:35:00,100,, 494, 'Strategic Management', '325664_2005_1',1,325664,2005,1,
504,2007-06-29 23:27:28, 'resource/x-bb-assignment',2005-02-17 14:00:00,100,, 496, 'Strategic Management', '325664_2005_1',1,325664,2005,1,
505,2007-06-29 23:27:28, 'resource/x-bb-assignment',2005-02-17 14:10:00,100,, 496, 'Strategic Management', '325664_2005_1',1,325664,2005,1,
506,2007-06-29 23:27:28, 'resource/x-bb-assignment',2005-02-17 14:20:00,100,, 496, 'Strategic Management', '325664_2005_1',1,325664,2005,1,
507,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-02-17 14:29:34,100,, 501, 'Strategic Management', '325664_2005_1',1,325664,2005,1,
508,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-16 16:21:29,100,, 507, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
509,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-16 13:20:00,100,, 507, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
510,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-16 13:20:00,100,, 507, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
511,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-16 16:10:00,100,, 507, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
512,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-16 13:20:00,100,, 507, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
513,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-16 16:16:09,100,, 507, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
514,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-16 16:16:48,100,, 507, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
515,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-16 16:15:00,100,, 507, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
516,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-16 16:15:00,100,, 507, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
517,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-16 16:19:41,100,, 507, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
518,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-02-17 14:41:11,100,, 501, 'Strategic Management', '325664_2005_1',1,325664,2005,1,
519,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-17 14:43:29,100,, 518, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
520,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-17 14:45:00,100,, 518, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
521,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-17 14:45:00,100,, 518, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
522,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-17 14:45:00,100,, 518, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
523,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-17 14:50:00,100,, 518, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
524,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-17 14:57:23,100,, 518, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
525,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-17 14:59:51,100,, 518, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
526,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-17 15:02:32,100,, 518, 'Strategic Management', '325664_2005_1',2,325664,2005,1,
527,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-07 20:11:33,99,,0, 'Australian Architecture', '702331_2005_1',0,702331,2005,1,
528,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-07 20:11:33,99,,0, 'Australian Architecture', '702331_2005_1',0,702331,2005,1,
529,2007-06-29 23:27:28, 'resource/x-bb-document',2005-03-01 17:25:00,99,, 491, 'Australian Architecture', '702331_2005_1',1,702331,2005,1,
530,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-02-28 11:38:45,99,, 527, 'Australian Architecture', '702331_2005_1',1,702331,2005,1,
531,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 12:35:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
532,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:15:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
533,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:20:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
534,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:20:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
535,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:20:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
536,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:25:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
537,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:30:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
538,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:30:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
539,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:30:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
540,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:30:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
541,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:30:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
542,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:50:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
543,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:50:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
544,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:50:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
545,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:55:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
546,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:55:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
547,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:55:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
548,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:55:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
549,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:55:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
550,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:55:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
551,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:55:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
552,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:55:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
553,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 11:55:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
554,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 12:00:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
555,2007-06-29 23:27:28, 'resource/x-bb-document',2005-02-28 12:00:00,99,, 530, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
556,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-02-28 11:45:00,99,, 527, 'Australian Architecture', '702331_2005_1',1,702331,2005,1,
557,2007-06-29 23:27:28, 'resource/x-bb-document',2005-03-01 17:05:00,99,, 556, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
558,2007-06-29 23:27:28, 'resource/x-bb-document',2005-03-01 17:05:00,99,, 556, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
559,2007-06-29 23:27:28, 'resource/x-bb-document',2005-03-01 17:10:00,99,, 556, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
560,2007-06-29 23:27:28, 'resource/x-bb-document',2005-03-01 17:10:00,99,, 556, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
561,2007-06-29 23:27:28, 'resource/x-bb-document',2005-03-01 17:10:00,99,, 556, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
562,2007-06-29 23:27:28, 'resource/x-bb-document',2005-03-01 17:10:00,99,, 556, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
563,2007-06-29 23:27:28, 'resource/x-bb-document',2005-03-01 17:10:00,99,, 556, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
564,2007-06-29 23:27:28, 'resource/x-bb-document',2005-03-01 17:15:00,99,, 556, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
565,2007-06-29 23:27:28, 'resource/x-bb-document',2005-03-01 17:15:00,99,, 556, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
566,2007-06-29 23:27:28, 'resource/x-bb-document',2005-03-01 17:15:00,99,, 556, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
567,2007-06-29 23:27:28, 'resource/x-bb-document',2005-03-01 17:20:00,99,, 556, 'Australian Architecture', '702331_2005_1',2,702331,2005,1,
571,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-07 20:24:26,101,,0, 'Biochemistry & Molecular Biology Part A', '521211_2005_1',0,521211,2005,1,
572,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-07 20:24:26,101,,0, 'Biochemistry & Molecular Biology Part A', '521211_2005_1',0,521211,2005,1,
574,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-07 20:24:27,101,,0, 'Biochemistry & Molecular Biology Part A', '521211_2005_1',0,521211,2005,1,
580,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-15 19:20:00,101,, 571, 'Biochemistry & Molecular Biology Part A', '521211_2005_1',1,521211,2005,1,
584,2007-06-29 23:27:28, 'resource/x-bb-folder',,101,, 571, 'Biochemistry & Molecular Biology Part A', '521211_2005_1',1,521211,2005,1,
586,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-04 19:30:00,101,, 572, 'Biochemistry & Molecular Biology Part A', '521211_2005_1',1,521211,2005,1,
587,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-04 19:30:00,101,2005-07-18 20:35:00, 572, 'Biochemistry & Molecular Biology Part A', '521211_2005_1',1,521211,2005,1,
595,2007-06-29 23:27:28, 'resource/x-bb-externallink',2005-02-15 17:15:00,101,, 574, 'Biochemistry & Molecular Biology Part A', '521211_2005_1',1,521211,2005,1,
597,2007-06-29 23:27:28, 'resource/x-bb-document',2005-03-08 17:05:00,100,, 500, 'Strategic Management', '325664_2005_1',1,325664,2005,1,
609,2007-06-29 23:27:28, 'resource/x-bb-asmt-test-link',2005-03-26 09:35:00,96,2006-04-02 09:40:00, 483, 'Help Desk Test Subject', 'HD101',1,HD101,0,0,0
2452,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-14 11:44:17,716,,0, 'Civil Litigation', '730384_2005_1',0,730384,2005,1,
2453,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-14 11:44:17,716,,0, 'Civil Litigation', '730384_2005_1',0,730384,2005,1,
2454,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-14 11:44:17,716,,0, 'Civil Litigation', '730384_2005_1',0,730384,2005,1,
2593,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-14 11:44:22,763,,0, 'Cattle 2', '250420_2005_1',0,250420,2005,1,
2595,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-14 11:44:22,763,,0, 'Cattle 2', '250420_2005_1',0,250420,2005,1,
7603,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-14 11:48:08,2433,,0, 'Project Economics and Finance', '702665_2005_1',0,702665,2005,1,
7604,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-14 11:48:08,2433,,0, 'Project Economics and Finance', '702665_2005_1',0,702665,2005,1,
7605,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-14 11:48:08,2433,,0, 'Project Economics and Finance', '702665_2005_1',0,702665,2005,1,
8494,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-14 11:48:49,2730,,0, 'Online Language Learning', '183506_2005_1',0,183506,2005,1,
8495,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-14 11:48:49,2730,,0, 'Online Language Learning', '183506_2005_1',0,183506,2005,1,
8496,2007-06-29 23:27:28, 'resource/x-bb-folder',2005-03-14 11:48:49,2730,,0, 'Online Language Learning', '183506_2005_1',0,183506,2005,1,
